ligand_equivalent,ligand,base,solvent,objective_conversion,objective_selectivity,solvent_number_of_atoms,solvent_dipole,solvent_molar_volume,solvent_homo_energy,solvent_electronegativity,solvent_hardness,solvent_ES1_transition,solvent_ES1_osc_strength,solvent_ES2_transition,solvent_ES4_osc_strength,solvent_ES5_osc_strength,solvent_ES7_osc_strength,solvent_ES8_osc_strength,solvent_atom1_NPA_charge,solvent_atom1_ES_root_Mulliken_charge,solvent_c_min_NPA_Rydberg,solvent_c_min+1_ES_root_Mulliken_charge,solvent_c_max_NPA_charge,solvent_c_max-1_atom_number,ligand_bidentateQ,ligand_number_of_atoms_MING,ligand_dipole_MING,ligand_dipole_MAXG,ligand_dipole_MEAN,ligand_dipole_STDEV,ligand_molar_mass_MING,ligand_molar_volume_MING,ligand_molar_volume_MAXG,ligand_molar_volume_STDEV,ligand_electronic_spatial_extent_STDEV,ligand_homo_energy_MING,ligand_homo_energy_STDEV,ligand_lumo_energy_MING,ligand_lumo_energy_STDEV,ligand_electronegativity_STDEV,ligand_hardness_STDEV,ligand_E_scf_MING,ligand_E_scf_STDEV,ligand_G_thermal_correction_STDEV,ligand_ES_root_dipole_MING,ligand_ES_root_dipole_MAXG,ligand_ES_root_dipole_MEAN,ligand_ES_root_dipole_STDEV,ligand_ES_root_molar_volume_STDEV,ligand_ES1_transition_MING,ligand_ES1_osc_strength_MING,ligand_ES1_osc_strength_MAXG,ligand_ES1_osc_strength_MEAN,ligand_ES1_osc_strength_STDEV,ligand_ES2_transition_STDEV,ligand_ES2_osc_strength_MING,ligand_ES2_osc_strength_MAXG,ligand_ES2_osc_strength_STDEV,ligand_ES3_osc_strength_MING,ligand_ES3_osc_strength_MAXG,ligand_ES3_osc_strength_MEAN,ligand_ES3_osc_strength_STDEV,ligand_ES4_transition_STDEV,ligand_ES4_osc_strength_MING,ligand_ES4_osc_strength_STDEV,ligand_ES5_transition_STDEV,ligand_ES5_osc_strength_MING,ligand_ES5_osc_strength_MAXG,ligand_ES5_osc_strength_STDEV,ligand_ES6_transition_STDEV,ligand_ES6_osc_strength_MING,ligand_ES6_osc_strength_MAXG,ligand_ES6_osc_strength_Boltz,ligand_ES6_osc_strength_MEAN,ligand_ES6_osc_strength_STDEV,ligand_ES7_osc_strength_MING,ligand_ES7_osc_strength_STDEV,ligand_ES8_transition_STDEV,ligand_ES8_osc_strength_MING,ligand_ES8_osc_strength_MAXG,ligand_ES8_osc_strength_Boltz,ligand_ES8_osc_strength_MEAN,ligand_ES8_osc_strength_STDEV,ligand_ES9_transition_STDEV,ligand_ES9_osc_strength_STDEV,ligand_ES10_transition_STDEV,ligand_ES10_osc_strength_MAXG,ligand_ES10_osc_strength_STDEV,ligand_c_min_atom_number_MING,ligand_c_min_atom_number_STDEV,ligand_c_min_atom=C_MING,ligand_c_min_atom=O_MING,ligand_c_min_Mulliken_charge_MING,ligand_c_min_Mulliken_charge_STDEV,ligand_c_min_APT_charge_STDEV,ligand_c_min_NPA_charge_MING,ligand_c_min_NPA_charge_STDEV,ligand_c_min_NPA_core_MING,ligand_c_min_NPA_core_STDEV,ligand_c_min_NPA_valence_MING,ligand_c_min_NPA_Rydberg_MING,ligand_c_min_NPA_Rydberg_STDEV,ligand_c_min_NMR_shift_MING,ligand_c_min_NMR_anisotropy_MING,ligand_c_min_NMR_anisotropy_STDEV,ligand_c_min_ES_root_Mulliken_charge_STDEV,ligand_c_min_ES_root_NPA_charge_MING,ligand_c_min_ES_root_NPA_charge_STDEV,ligand_c_min_ES_root_NPA_Rydberg_MING,ligand_c_min_ES_root_NPA_Rydberg_STDEV,ligand_c_min+1_atom_number_MING,ligand_c_min+1_atom_number_STDEV,ligand_c_min+1_atom=C_MING,ligand_c_min+1_Mulliken_charge_STDEV,ligand_c_min+1_APT_charge_STDEV,ligand_c_min+1_NPA_charge_MING,ligand_c_min+1_NPA_charge_STDEV,ligand_c_min+1_NPA_core_MING,ligand_c_min+1_NPA_core_STDEV,ligand_c_min+1_NPA_Rydberg_STDEV,ligand_c_min+1_NMR_anisotropy_MING,ligand_c_min+1_NMR_anisotropy_STDEV,ligand_c_min+1_ES_root_Mulliken_charge_STDEV,ligand_c_min+1_ES_root_NPA_charge_STDEV,ligand_c_min+1_ES_root_NPA_Rydberg_MING,ligand_c_min+1_ES_root_NPA_Rydberg_STDEV,ligand_c_max_atom_number_MING,ligand_c_max_atom_number_STDEV,ligand_c_max_Mulliken_charge_MING,ligand_c_max_Mulliken_charge_MAXG,ligand_c_max_Mulliken_charge_STDEV,ligand_c_max_APT_charge_MING,ligand_c_max_APT_charge_STDEV,ligand_c_max_NPA_charge_MING,ligand_c_max_NPA_charge_STDEV,ligand_c_max_NPA_core_MING,ligand_c_max_NPA_core_STDEV,ligand_c_max_NPA_Rydberg_MAXG,ligand_c_max_NMR_shift_MING,ligand_c_max_NMR_shift_MAXG,ligand_c_max_NMR_anisotropy_MING,ligand_c_max_NMR_anisotropy_MAXG,ligand_c_max_NMR_anisotropy_MEAN,ligand_c_max_ES_root_Mulliken_charge_MING,ligand_c_max_ES_root_Mulliken_charge_MAXG,ligand_c_max_ES_root_Mulliken_charge_STDEV,ligand_c_max_ES_root_NPA_charge_MING,ligand_c_max_ES_root_NPA_charge_MAXG,ligand_c_max_ES_root_NPA_core_MING,ligand_c_max_ES_root_NPA_Rydberg_STDEV,ligand_c_max-1_atom_number_MING,ligand_c_max-1_atom=C_MING,ligand_c_max-1_atom=H_MING,ligand_c_max-1_APT_charge_STDEV,ligand_c_max-1_NPA_charge_STDEV,ligand_c_max-1_NMR_anisotropy_MING,ligand_c_min_%VBur_MING,ligand_c_min_%VBur_STDEV,ligand_c_min+1_%VBur_MING,ligand_c_min+1_%VBur_STDEV,ligand_c_max_%VBur_MING,ligand_c_max_%VBur_MAXG,ligand_c_max_%VBur_STDEV,ligand_c_max-1_%VBur_MING,ligand_c_max-1_%VBur_MAXG,ligand_c_max-1_%VBur_STDEV
0.125,P(Cy)3,s. NaHCO3(aq.),MeOH,33.9,70.50147492625368,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,CsF(aq.),MeOH,55.2,75.90579710144928,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,1M K3PO4(aq.),MeOH,46.7,73.23340471092077,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,KOH(aq.),MeOH,59.8,77.59197324414716,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,Cs2CO3(aq.),MeOH,84.39999999999999,92.53554502369668,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,KOAc,MeOH,80.60000000000001,94.04466501240694,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,None,MeOH,76.7,92.4380704041721,6,1.6941,323.713,-0.26453,0.09464,0.1698899999999999,162.04,0.0001,129.71,0.0119,0.0417,0.1696,0.0316,-0.74126,-0.021092,0.01345,-0.32047,0.46633,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,NaOH(aq.),MeCN,33.2,67.46987951807229,6,3.8131,425.305,-0.32637,0.14485,0.18152,159.68,0.0,153.54,0.021,0.021,0.0015,0.1877,-0.32748,-0.430804,0.00498,-0.430804,0.28376,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,s. NaHCO3(aq.),MeCN,32.2,67.3913043478261,6,3.8131,425.305,-0.32637,0.14485,0.18152,159.68,0.0,153.54,0.021,0.021,0.0015,0.1877,-0.32748,-0.430804,0.00498,-0.430804,0.28376,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,CsF(aq.),MeCN,15.999999999999998,60.62500000000001,6,3.8131,425.305,-0.32637,0.14485,0.18152,159.68,0.0,153.54,0.021,0.021,0.0015,0.1877,-0.32748,-0.430804,0.00498,-0.430804,0.28376,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,1M K3PO4(aq.),MeCN,10.3,66.99029126213593,6,3.8131,425.305,-0.32637,0.14485,0.18152,159.68,0.0,153.54,0.021,0.021,0.0015,0.1877,-0.32748,-0.430804,0.00498,-0.430804,0.28376,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
0.125,P(Cy)3,KOH(aq.),MeCN,7.800000000000001,55.12820512820512,6,3.8131,425.305,-0.32637,0.14485,0.18152,159.68,0.0,153.54,0.021,0.021,0.0015,0.1877,-0.32748,-0.430804,0.00498,-0.430804,0.28376,5,0,52,1.1472,1.0986,1.157554545,0.033254605,280.4325,2557.098,2687.358,281.9313058,46.59437183,-0.2016,0.000738261,0.05385,0.00205494,0.00095396,0.001214027,-1047.154239,0.001773457,0.000280667,1.3821,1.3571,1.377590909,0.078155249,266.7998658,204.38,0.0712,0.0767,0.069781818,0.010657656,1.13572724,0.0956,0.069,0.022089973,0.0094,0.0279,0.019845455,0.022887349,2.142060181,0.0244,0.008879169,3.306306371,0.0132,0.0196,0.002271923,1.833446333,0.0081,0.009,0.008615444,0.010218182,0.002467719,0.0075,0.001317781,0.933458866,0.0027,0.0306,0.003327616,0.010527273,0.010030463,0.801714073,0.012316847,1.641129877,0.0769,0.021330908,2,4.812861557,1,0,-0.298141,0.014258693,0.008242425,-0.54795,0.004799751,1.9992,1.56e-05,4.53302,0.01574,0.00047961,157.8727,15.7077,2.591014677,0.01949948,-0.60802,0.053252518,0.02361,0.003236928,16,6.117040283,1,0.008870033,0.016073145,-0.53631,0.004694349,1.99924,2.01e-05,0.000694404,19.6166,5.692612301,0.011339254,0.030690218,0.02473,0.002004437,1,0.0,0.392538,0.403097,0.005540729,0.320309,0.012813883,0.7984,0.010906368,9.9987,8.94e-06,0.03229,354.7681,369.9001,83.7445,73.2185,64.10519091,0.324262,0.344003,0.012561247,0.97716,0.9302,9.99776,0.002871195,45,0,1,0.001315595,0.000747977,5.0389,0.810424838,0.005618258,0.813837909,0.01381889,0.823178947,0.833028951,0.006807051,0.512918775,0.522080177,0.004541649
